Family	Element	Length	Fragments	Copies	Solo_LTR	Total_Bp	Cover
######Type:DNA	All_elements	NA			NA		0.0000

######Type:LINE	All_elements	NA			NA		0.0000

######Type:SINE	All_elements	NA			NA		0.0000

LTR/Gypsy	ET_19	No_ref_available	9	8	0	1054	3.36
###LTR/Gypsy	All_elements	NA	9	8	0	1054	3.3629

######Type:LTR	All_elements	NA	9	8	0	1054	3.3629

Unknown	ET_49	429	5	0	NA	0	0.00
###Unknown	All_elements	NA	5	0	NA	0	0.0000

######Type:Unknown	All_elements	NA	5	0	NA	0	0.0000

#########Type:EVERYTHING_TE	All_elements	NA	14	8	NA	1054	3.3629

######Type:Low_complexity	All_elements	NA	NA	3	NA	253	0.8072

######Type:Simple_repeat	All_elements	NA	NA	16	NA	880	2.8077

