Family	Element	Length	Fragments	Copies	Solo_LTR	Total_Bp	Cover
######Type:DNA	All_elements	NA			NA		0.0000

######Type:LINE	All_elements	NA			NA		0.0000

######Type:SINE	All_elements	NA			NA		0.0000

LTR/Gypsy	ET_14	No_ref_available	1	1	0	1635	31.44
###LTR/Gypsy	All_elements	NA	1	1	0	1635	31.4423

######Type:LTR	All_elements	NA	1	1	0	1635	31.4423

######Type:Unknown	All_elements	NA			NA		0.0000

#########Type:EVERYTHING_TE	All_elements	NA	1	1	NA	1635	31.4423

######Type:Simple_repeat	All_elements	NA	NA	2	NA	113	2.1731

