Family	Element	Length	Fragments	Copies	Solo_LTR	Total_Bp	Cover
######Type:DNA	All_elements	NA			NA		0.0000

######Type:LINE	All_elements	NA			NA		0.0000

######Type:SINE	All_elements	NA			NA		0.0000

LTR/Gypsy	ET_23	No_ref_available	2	0	0	0	0.00
###LTR/Gypsy	All_elements	NA	2	0	0	0	0.0000

######Type:LTR	All_elements	NA	2	0	0	0	0.0000

######Type:Unknown	All_elements	NA			NA		0.0000

#########Type:EVERYTHING_TE	All_elements	NA	2	0	NA	0	0.0000

######Type:Low_complexity	All_elements	NA	NA	2	NA	100	0.2062

######Type:Simple_repeat	All_elements	NA	NA	14	NA	691	1.4249

