Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###489	18.1	9.4	16.0	Scaffold_3	1172895	1173262	312	C	ET_23	LTR/Gypsy	(4)	317	6	7487	1	No_ref_available

###4391	3.6	0.6	0.6	Scaffold_3	98166	98693	528	C	ET_32	LTR/Gypsy	(3192)	3042	2515	6910	1	No_ref_available

###400/14769	2.365	0.386	0.954	Scaffold_3	860878	867201	1731	C	ET_32	LTR/Gypsy	(1099)	5135	4	7312/7316	2	No_ref_available
400	6.9	0.0	5.2	Scaffold_3	860878	860938	58	C	ET_32	LTR/Gypsy	(1099)	5135	5078	7312	1
14769	2.2	0.4	0.8	Scaffold_3	865522	867201	1673	C	ET_32	LTR/Gypsy	(4558)	1676	4	7316	1

###22436	10.9	1.4	3.1	Scaffold_3	860971	864547	3563	C	ET_32	LTR/Gypsy	(0)	6234	2672	7313	1	No_ref_available

###14666/12596	7.797	1.386	1.248	Scaffold_3	1350201	1354693	3716	+	ET_32	LTR/Gypsy	4	4522	(1712)	7619/7621	2	No_ref_available
14666	2.1	0.4	0.7	Scaffold_3	1350201	1351878	1673	+	ET_32	LTR/Gypsy	4	1676	(4558)	7619	1
12596	12.5	2.2	1.7	Scaffold_3	1352661	1354693	2043	+	ET_32	LTR/Gypsy	2480	4522	(1712)	7621	1

###1826	18.2	1.3	2.3	Scaffold_3	836529	836916	384	+	ET_34	LTR/Gypsy	2106	2489	(5044)	7298	1	No_ref_available

###1605	16.5	1.2	1.2	Scaffold_3	1105696	1106020	325	C	ET_34	LTR/Gypsy	(5044)	2489	2165	7414	1	No_ref_available

###5573/768/22101/24402	7.793	1.224	0.603	Scaffold_3	93641	101759	7510	C	ET_35	LTR/Gypsy	(0)	11806	1	6909/6909/6909/6911	4	No_ref_available
5573	7.5	4.4	0.2	Scaffold_3	93641	94859	1270	C	ET_35	LTR/Gypsy	(0)	11806	10537	6909	1
768	10.4	0.9	0.0	Scaffold_3	94948	95062	116	C	ET_35	LTR/Gypsy	(1327)	10479	10364	6909	1
22101	8.6	1.1	1.1	Scaffold_3	95143	98190	3049	C	ET_35	LTR/Gypsy	(1471)	10335	7287	6909	1
24402	7.0	0.0	0.3	Scaffold_3	98677	101759	3075	C	ET_35	LTR/Gypsy	(8731)	3075	1	6911	1

###15511/25478/300	6.202	1.061	1.020	Scaffold_3	133170	140502	6584	C	ET_35	LTR/Gypsy	(4517)	7289	1	6923/6925/6925	3	No_ref_available
15511	7.6	1.0	2.7	Scaffold_3	133170	135330	2126	C	ET_35	LTR/Gypsy	(4517)	7289	5164	6923	1
25478	5.5	1.1	0.2	Scaffold_3	136042	140431	4431	C	ET_35	LTR/Gypsy	(7348)	4458	28	6925	1
300	7.9	0.0	0.0	Scaffold_3	140465	140502	38	C	ET_35	LTR/Gypsy	(11768)	38	1	6925	1

###17867/3717/14118/13707/27319/5755	9.028	0.967	0.857	Scaffold_3	436912	450603	11594	+	ET_35	LTR/Gypsy	90	11794	(12)	7089/7089/7089/7089/7089/7089	6	No_ref_available
17867	11.1	0.6	0.7	Scaffold_3	436912	439399	2487	+	ET_35	LTR/Gypsy	90	2576	(9230)	7089	1
3717	14.7	0.0	0.0	Scaffold_3	439443	440007	565	+	ET_35	LTR/Gypsy	2572	3136	(8670)	7089	1
14118	14.3	1.4	0.4	Scaffold_3	440075	442296	2245	+	ET_35	LTR/Gypsy	3246	5490	(6316)	7089	1
13707	7.9	0.7	1.1	Scaffold_3	442344	444141	1791	+	ET_35	LTR/Gypsy	5493	7283	(4523)	7089	1
27319	4.2	0.2	1.2	Scaffold_3	445987	449255	3237	+	ET_35	LTR/Gypsy	7251	10487	(1319)	7089	1
5755	6.5	4.2	1.2	Scaffold_3	449326	450603	1317	+	ET_35	LTR/Gypsy	10478	11794	(12)	7089	1

###22851/7224/7562	12.074	0.729	1.724	Scaffold_3	715185	721840	6784	+	ET_35	LTR/Gypsy	90	7289	(4517)	7226/7226/7226	3	No_ref_available
22851	9.8	0.7	0.4	Scaffold_3	715185	718263	3086	+	ET_35	LTR/Gypsy	90	3175	(8631)	7226	1
7224	16.9	0.3	2.4	Scaffold_3	718283	720356	2595	+	ET_35	LTR/Gypsy	3240	5834	(5972)	7226	1
7562	9.4	1.6	4.1	Scaffold_3	720711	721840	1103	+	ET_35	LTR/Gypsy	6187	7289	(4517)	7226	1

###550	13.6	0.0	1.1	Scaffold_3	840392	840480	88	+	ET_35	LTR/Gypsy	1	88	(11718)	7303	1	No_ref_available

###5887/22032/947/9490/778/6865	5.431	1.392	1.353	Scaffold_3	847091	870425	6389	C	ET_35	LTR/Gypsy	(8)	11798	3245	7305/7305/7317/7317/7320/7320	6	No_ref_available
5887	8.2	4.2	1.4	Scaffold_3	847091	848375	1321	C	ET_35	LTR/Gypsy	(8)	11798	10478	7305	1
22032	3.5	0.3	1.6	Scaffold_3	848463	851083	2589	C	ET_35	LTR/Gypsy	(1327)	10479	7891	7305	1
947	0.0	0.0	0.0	Scaffold_3	867243	867345	103	C	ET_35	LTR/Gypsy	(5546)	6260	6158	7317	1
9490	2.4	0.0	0.1	Scaffold_3	867390	868445	1055	C	ET_35	LTR/Gypsy	(5645)	6161	5107	7317	1
778	27.4	0.0	0.0	Scaffold_3	869122	869179	197	C	ET_35	LTR/Gypsy	(7209)	4597	4401	7320	1
6865	16.7	0.0	0.0	Scaffold_3	869296	870425	1130	C	ET_35	LTR/Gypsy	(7432)	4374	3245	7320	1

###312/9463/1048/23153/438	8.096	1.176	0.162	Scaffold_3	858298	873675	4495	C	ET_35	LTR/Gypsy	(0)	11806	1	7308/7309/7311/7320/7320	5	No_ref_available
312	7.1	0.0	0.0	Scaffold_3	858298	858339	42	C	ET_35	LTR/Gypsy	(0)	11806	11765	7308	1
9463	6.5	2.8	0.0	Scaffold_3	858408	859601	1227	C	ET_35	LTR/Gypsy	(8)	11798	10572	7309	1
1048	3.9	0.0	0.0	Scaffold_3	860764	860890	127	C	ET_35	LTR/Gypsy	(1327)	10479	10353	7311	1
23153	9.6	0.1	0.3	Scaffold_3	870495	873580	3080	C	ET_35	LTR/Gypsy	(8673)	3133	54	7320	1
438	10.5	0.0	0.0	Scaffold_3	873619	873675	57	C	ET_35	LTR/Gypsy	(11749)	57	1	7320	1

###32351	9.1	0.9	3.3	Scaffold_3	878924	883556	4524	C	ET_35	LTR/Gypsy	(0)	11806	7283	7324	1	No_ref_available

###21952/6566	11.170	1.411	0.814	Scaffold_3	1343902	1350164	5060	+	ET_35	LTR/Gypsy	90	6267	(5539)	7615/7618	2	No_ref_available
21952	12.6	1.6	0.5	Scaffold_3	1343902	1348142	4285	+	ET_35	LTR/Gypsy	90	4374	(7432)	7615	1
6566	3.5	0.4	2.5	Scaffold_3	1349374	1350164	775	+	ET_35	LTR/Gypsy	5493	6267	(5539)	7618	1
