Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###269	19.8	17.0	3.5	Scaffold_6	791273	791483	172	C	ET_23	LTR/Gypsy	(44)	277	106	9505	1	No_ref_available

###1171	19.1	0.0	0.0	Scaffold_6	377618	377848	231	C	ET_34	LTR/Gypsy	(5044)	2489	2259	9236	1	No_ref_available

###3641	19.4	2.2	2.1	Scaffold_6	548332	549147	817	+	ET_34	LTR/Gypsy	1673	2489	(5044)	9329	1	No_ref_available

###1750	18.4	2.4	2.1	Scaffold_6	549199	549581	384	+	ET_34	LTR/Gypsy	2106	2489	(5044)	9330	1	No_ref_available

###1402/1402/3068	19.799	1.663	3.922	Scaffold_6	632678	633857	817	C	ET_34	LTR/Gypsy	(5044)	2489	1673	9372/9372/9374	3	No_ref_available
1402	15.8	0.4	2.8	Scaffold_6	632678	632781	104	C	ET_34	LTR/Gypsy	(5044)	2489	2386	9372	1
1402	15.8	0.4	2.8	Scaffold_6	632876	633031	151	C	ET_34	LTR/Gypsy	(5148)	2385	2235	9372	1
3068	21.5	2.2	4.4	Scaffold_6	633026	633857	814	C	ET_34	LTR/Gypsy	(5047)	2486	1673	9374	1

###253	18.0	2.4	5.0	Scaffold_6	877777	877858	80	C	ET_34	LTR/Gypsy	(5716)	1817	1738	9550	1	No_ref_available

###23118/5646	8.870	2.069	1.653	Scaffold_6	33332	37910	4499	+	ET_35	LTR/Gypsy	7251	11806	(0)	9059/9059	2	No_ref_available
23118	9.2	1.3	1.9	Scaffold_6	33332	36582	3229	+	ET_35	LTR/Gypsy	7251	10479	(1327)	9059	1
5646	8.0	4.1	1.0	Scaffold_6	36680	37910	1270	+	ET_35	LTR/Gypsy	10537	11806	(0)	9059	1

###7997	19.3	1.9	4.5	Scaffold_6	272680	275339	1676	C	ET_35	LTR/Gypsy	(4517)	7289	5614	9189	1	No_ref_available

###6318/736/736/11939	9.793	1.052	1.630	Scaffold_6	537678	541414	2720	+	ET_35	LTR/Gypsy	90	7289	(4517)	9304/9304/9304/9306	4	No_ref_available
6318	10.1	0.0	0.8	Scaffold_6	537678	538545	861	+	ET_35	LTR/Gypsy	90	950	(10856)	9304	1
736	28.7	0.8	4.1	Scaffold_6	538532	538597	122	+	ET_35	LTR/Gypsy	4393	4514	(7292)	9304	1
736	28.7	0.8	4.1	Scaffold_6	538721	538785	124	+	ET_35	LTR/Gypsy	4515	4638	(7168)	9304	1
11939	7.9	1.7	1.9	Scaffold_6	539798	541414	1613	+	ET_35	LTR/Gypsy	5677	7289	(4517)	9306	1

###7756/4850	19.353	1.555	3.806	Scaffold_6	641626	644319	2651	C	ET_35	LTR/Gypsy	(4517)	7289	90	9412/9412	2	No_ref_available
7756	17.7	2.4	5.9	Scaffold_6	641626	643339	1657	C	ET_35	LTR/Gypsy	(4517)	7289	5633	9412	1
4850	22.2	0.1	0.2	Scaffold_6	643325	644319	994	C	ET_35	LTR/Gypsy	(10723)	1083	90	9412	1
