Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###602	12.3	0.0	3.1	Scaffold_3	412693	412793	98	C	ET_3	DNA/CACTA	(374)	5861	5764	7047	1	0.016

###3900	14.9	3.8	0.4	Scaffold_3	135363	136041	702	+	ET_33	DNA/Maverick	4040	4741	(0)	6924	1	0.148

###24494	6.4	0.3	2.0	Scaffold_3	442838	445983	3094	C	ET_33	DNA/Maverick	(1593)	3148	55	7090	1	0.653

###1082	17.9	1.7	5.2	Scaffold_3	720197	720437	233	C	ET_33	DNA/Maverick	(1243)	3498	3266	7227	1	0.049

###8750/354	12.796	1.178	0.648	Scaffold_3	1348317	1352421	1380	C	ET_33	DNA/Maverick	(0)	4741	782	7616/7620	2	0.291
8750	3.8	0.5	0.1	Scaffold_3	1348317	1349331	1019	C	ET_33	DNA/Maverick	(0)	4741	3723	7616	1
354	38.3	3.1	2.2	Scaffold_3	1352064	1352421	361	C	ET_33	DNA/Maverick	(3599)	1142	782	7620	1

###1405	12.4	1.6	4.2	Scaffold_3	112528	112771	238	+	ET_31	LINE/L1	2	239	(123)	6915	1	0.657

###1845	4.6	0.0	0.0	Scaffold_3	840468	840685	218	C	ET_31	LINE/L1	(143)	219	2	7304	1	0.602

###2531	7.8	0.3	6.7	Scaffold_3	851299	851682	361	C	ET_31	LINE/L1	(0)	362	2	7306	1	0.997

###1101	18.1	1.9	0.5	Scaffold_3	1161783	1161988	209	+	ET_31	LINE/L1	2	210	(152)	7477	1	0.577
