Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###12646/11132	5.710	0.587	1.623	Scaffold_21	219591	221477	1600	C	ET_33	DNA/Maverick	(0)	4741	2940	6037/6037	2	0.337
12646	5.5	0.6	1.4	Scaffold_21	219591	221165	1562	C	ET_33	DNA/Maverick	(0)	4741	3180	6037	1
11132	8.8	0.4	4.9	Scaffold_21	221371	221477	38	C	ET_33	DNA/Maverick	(1764)	2977	2940	6037	1

###7744	9.1	1.1	4.7	Scaffold_21	244208	245350	1104	+	ET_33	DNA/Maverick	1849	2952	(1789)	6051	1	0.233

###260	17.0	7.8	7.8	Scaffold_21	230563	230664	102	C	ET_31	LINE/L1	(22)	340	239	6045	1	0.282

###2489/418	2.135	0.000	2.996	Scaffold_21	237346	237784	336	+	ET_31	LINE/L1	2	359	(3)	6048/6048	2	0.928
2489	1.8	0.0	0.0	Scaffold_21	237346	237622	277	+	ET_31	LINE/L1	2	278	(84)	6048	1
418	3.5	0.0	15.2	Scaffold_21	237717	237784	59	+	ET_31	LINE/L1	301	359	(3)	6048	1

###14377	2.1	0.0	0.0	Scaffold_21	38797	40410	1614	C	ET_39	LINE/RTE	(0)	1614	1	5983	1	1.000

###14518	1.7	0.0	0.0	Scaffold_21	256908	258521	1614	C	ET_39	LINE/RTE	(0)	1614	1	6059	1	1.000

###14536	1.5	0.0	0.1	Scaffold_21	270717	272331	1614	C	ET_39	LINE/RTE	(0)	1614	1	6073	1	1.000
