Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###2505	7.8	0.3	6.9	Scaffold_15	5439	5823	361	+	ET_31	LINE/L1	2	362	(0)	3404	1	0.997

###604	11.1	2.2	0.0	Scaffold_15	14650	14739	92	+	ET_3	DNA/CACTA	4507	4598	(1637)	3410	1	0.015

###232/2265	7.362	0.243	8.867	Scaffold_15	26768	27323	355	C	ET_31	LINE/L1	(0)	362	2	3414/3415	2	0.981
232	16.6	0.0	17.7	Scaffold_15	26768	26840	62	C	ET_31	LINE/L1	(0)	362	301	3414	1
2265	5.2	0.3	6.8	Scaffold_15	27012	27323	293	C	ET_31	LINE/L1	(68)	294	2	3415	1

###300/11016	5.956	0.449	2.773	Scaffold_15	30476	42134	1463	C	ET_32	LTR/Gypsy	(4771)	1463	1	3416/3422	2	No_ref_available
300	12.9	1.4	4.2	Scaffold_15	30476	30548	71	C	ET_32	LTR/Gypsy	(4771)	1463	1393	3416	1
11016	5.6	0.4	2.7	Scaffold_15	40712	42134	1392	C	ET_32	LTR/Gypsy	(4842)	1392	1	3422	1

###9738/1152/5374/7332/11239/10570	9.295	1.327	1.012	Scaffold_15	34147	48468	6567	C	ET_35	LTR/Gypsy	(0)	11806	90	3417/3417/3423/3425/3425/3425	6	No_ref_available
9738	7.6	1.7	0.0	Scaffold_15	34147	35395	1270	C	ET_35	LTR/Gypsy	(0)	11806	10537	3417	1
1152	9.1	5.2	6.7	Scaffold_15	35441	35653	210	C	ET_35	LTR/Gypsy	(1264)	10542	10333	3417	1
5374	6.4	0.4	1.3	Scaffold_15	42289	42968	674	C	ET_35	LTR/Gypsy	(5644)	6162	5489	3423	1
7332	18.3	0.8	2.0	Scaffold_15	43923	45311	1372	C	ET_35	LTR/Gypsy	(7189)	4617	3246	3425	1
11239	11.4	0.1	0.5	Scaffold_15	45379	46972	1588	C	ET_35	LTR/Gypsy	(8670)	3136	1549	3425	1
10570	10.3	1.1	0.1	Scaffold_15	47018	48468	1465	C	ET_35	LTR/Gypsy	(10252)	1554	90	3425	1

###13347/9880/1220/527	14.928	3.182	3.070	Scaffold_15	35709	40670	4435	C	ET_32	LTR/Gypsy	(0)	6234	1512	3418/3419/3419/3420	4	No_ref_available
13347	7.3	4.4	1.2	Scaffold_15	35709	37540	1890	C	ET_32	LTR/Gypsy	(0)	6234	4345	3418	1
9880	9.1	0.9	1.7	Scaffold_15	37536	38921	1375	C	ET_32	LTR/Gypsy	(1830)	4404	3030	3419	1
1220	33.7	3.8	7.7	Scaffold_15	38938	40128	1148	C	ET_32	LTR/Gypsy	(3186)	3048	1901	3419	1
527	11.4	5.2	1.0	Scaffold_15	40574	40670	101	C	ET_32	LTR/Gypsy	(4622)	1612	1512	3420	1

###1499/6606	10.126	0.688	0.823	Scaffold_15	40589	43813	1132	+	ET_33	DNA/Maverick	1418	4532	(209)	3421/3424	2	0.239
1499	21.0	0.9	2.8	Scaffold_15	40589	40921	327	+	ET_33	DNA/Maverick	1418	1744	(2997)	3421	1
6606	5.6	0.6	0.0	Scaffold_15	43014	43813	805	+	ET_33	DNA/Maverick	3728	4532	(209)	3424	1

###254	16.8	8.5	12.8	Scaffold_15	125426	125555	125	+	ET_34	LTR/Gypsy	5890	6014	(1519)	3454	1	No_ref_available

###3896	19.4	1.7	2.3	Scaffold_15	167984	168825	837	C	ET_34	LTR/Gypsy	(5024)	2509	1673	3482	1	No_ref_available

###14970/6973/25114	12.033	1.022	2.000	Scaffold_15	175542	182714	7062	C	ET_35	LTR/Gypsy	(4517)	7289	90	3515/3515/3515	3	No_ref_available
14970	14.6	1.9	4.0	Scaffold_15	175542	178185	2590	C	ET_35	LTR/Gypsy	(4517)	7289	4700	3515	1
6973	19.3	1.6	2.6	Scaffold_15	178215	179614	1386	C	ET_35	LTR/Gypsy	(7187)	4619	3234	3515	1
25114	6.5	0.0	0.0	Scaffold_15	179628	182714	3086	C	ET_35	LTR/Gypsy	(8631)	3175	90	3515	1

###7222	16.7	5.9	1.8	Scaffold_15	177002	178365	1419	+	ET_33	DNA/Maverick	3314	4732	(9)	3516	1	0.299

###14662	1.1	0.0	0.0	Scaffold_15	416793	418406	1614	C	ET_39	LINE/RTE	(0)	1614	1	3648	1	1.000

###14253	2.4	0.0	0.0	Scaffold_15	435980	437593	1614	C	ET_39	LINE/RTE	(0)	1614	1	3665	1	1.000
