Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###14630/12202	7.218	0.664	2.006	Scaffold_23	236527	240906	3548	+	ET_32	LTR/Gypsy	4	4354	(1880)	6333/6334	2	No_ref_available
14630	2.1	0.4	1.9	Scaffold_23	236527	238224	1673	+	ET_32	LTR/Gypsy	4	1676	(4558)	6333	1
12202	11.8	0.9	2.1	Scaffold_23	239010	240906	1875	+	ET_32	LTR/Gypsy	2480	4354	(1880)	6334	1

###676	19.9	0.8	2.3	Scaffold_23	101697	101830	132	C	ET_34	LTR/Gypsy	(1509)	6024	5893	6260	1	No_ref_available

###610	19.2	0.0	0.0	Scaffold_23	101951	102054	104	C	ET_34	LTR/Gypsy	(1537)	5996	5893	6261	1	No_ref_available

###16574	10.4	0.7	0.5	Scaffold_23	59	2314	2261	C	ET_35	LTR/Gypsy	(9456)	2350	90	6175	1	No_ref_available

###2832/7029/7679	18.059	0.944	2.170	Scaffold_23	76790	80036	2999	+	ET_35	LTR/Gypsy	2623	5923	(5883)	6224/6224/6226	3	No_ref_available
2832	22.0	0.7	1.6	Scaffold_23	76790	77347	553	+	ET_35	LTR/Gypsy	2623	3175	(8631)	6224	1
7029	20.2	0.9	2.1	Scaffold_23	77370	78607	1222	+	ET_35	LTR/Gypsy	3243	4464	(7342)	6224	1
7679	14.1	1.1	2.5	Scaffold_23	78797	80036	1224	+	ET_35	LTR/Gypsy	4700	5923	(5883)	6226	1

###21805/22301	10.416	1.519	0.702	Scaffold_23	230322	237549	7168	+	ET_35	LTR/Gypsy	90	7283	(4523)	6331/6331	2	No_ref_available
21805	13.0	1.6	0.5	Scaffold_23	230322	234561	4285	+	ET_35	LTR/Gypsy	90	4374	(7432)	6331	1
22301	6.6	1.4	1.0	Scaffold_23	234678	237549	2883	+	ET_35	LTR/Gypsy	4401	7283	(4523)	6331	1
