Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###7568/17535/17535	16.360	2.055	1.968	Scaffold_17	15121	22301	6940	C	ET_35	LTR/Gypsy	(4517)	7289	90	3917/3917/3917	3	No_ref_available
7568	10.3	1.2	3.6	Scaffold_17	15121	16252	1106	C	ET_35	LTR/Gypsy	(4517)	7289	6184	3917	1
17535	18.1	2.3	1.5	Scaffold_17	16513	16783	341	C	ET_35	LTR/Gypsy	(5883)	5923	5583	3917	1
17535	18.1	2.3	1.5	Scaffold_17	17949	22301	5493	C	ET_35	LTR/Gypsy	(5883)	5582	90	3917	1

###5949	17.5	3.1	1.6	Scaffold_17	16784	17948	1182	+	ET_33	DNA/Maverick	3558	4739	(2)	3918	1	0.249

###5194/1059/7758	16.173	0.897	1.944	Scaffold_17	130020	132679	2386	+	ET_35	LTR/Gypsy	90	7289	(4517)	3992/3993/3994	3	No_ref_available
5194	21.2	0.2	0.2	Scaffold_17	130020	131008	989	+	ET_35	LTR/Gypsy	90	1078	(10728)	3992	1
1059	24.4	1.3	4.1	Scaffold_17	130999	131297	291	+	ET_35	LTR/Gypsy	5633	5923	(5883)	3993	1
7758	9.6	1.4	2.9	Scaffold_17	131558	132679	1106	+	ET_35	LTR/Gypsy	6184	7289	(4517)	3994	1

###271/7208/5607/9214	3.071	0.410	0.242	Scaffold_17	150627	165923	2703	+	ET_35	LTR/Gypsy	3	11769	(37)	4048/4052/4052/4058	4	No_ref_available
271	11.6	0.0	2.3	Scaffold_17	150627	150670	43	+	ET_35	LTR/Gypsy	3	45	(11761)	4048	1
7208	1.8	0.0	0.0	Scaffold_17	155656	156451	796	+	ET_35	LTR/Gypsy	4700	5495	(6311)	4052	1
5607	3.5	1.2	1.2	Scaffold_17	156494	157162	669	+	ET_35	LTR/Gypsy	5493	6161	(5645)	4052	1
9214	6.6	2.0	0.3	Scaffold_17	164746	165923	1198	+	ET_35	LTR/Gypsy	10572	11769	(37)	4058	1

###41741	2.5	0.0	0.0	Scaffold_17	151003	155662	4660	+	ET_35	LTR/Gypsy	1	4660	(7146)	4050	1	No_ref_available

###6434	12.6	3.1	0.3	Scaffold_17	155461	155655	1019	C	ET_33	DNA/Maverick	(0)	4741	3723	4051	1	0.215

###289/487	11.772	4.396	0.682	Scaffold_17	156442	172756	142	C	ET_35	LTR/Gypsy	(8570)	3236	1	4053/4061	2	No_ref_available
289	9.6	3.9	0.0	Scaffold_17	156442	156493	54	C	ET_35	LTR/Gypsy	(8570)	3236	3183	4053	1
487	13.1	4.7	1.1	Scaffold_17	172672	172756	88	C	ET_35	LTR/Gypsy	(11718)	88	1	4061	1

###14278/441/24421	9.265	1.229	0.979	Scaffold_17	157315	163625	5791	+	ET_32	LTR/Gypsy	1	6234	(0)	4054/4056/4056	3	No_ref_available
14278	3.8	0.2	0.6	Scaffold_17	157315	158992	1671	+	ET_32	LTR/Gypsy	1	1671	(4563)	4054	1
441	37.1	2.5	1.6	Scaffold_17	159228	159589	365	+	ET_32	LTR/Gypsy	1901	2265	(3969)	4056	1
24421	9.0	1.6	1.1	Scaffold_17	159825	163625	3755	+	ET_32	LTR/Gypsy	2480	6234	(0)	4056	1

###1372	14.8	0.0	2.7	Scaffold_17	172457	172686	224	+	ET_31	LINE/L1	2	225	(137)	4060	1	0.619

###956/7574	12.086	1.143	4.478	Scaffold_17	209168	210816	1337	C	ET_33	DNA/Maverick	(1243)	3498	1849	4089/4089	2	0.282
956	22.9	0.4	3.9	Scaffold_17	209168	209408	233	C	ET_33	DNA/Maverick	(1243)	3498	3266	4089	1
7574	9.8	1.3	4.6	Scaffold_17	209677	210816	1104	C	ET_33	DNA/Maverick	(1789)	2952	1849	4089	1

###5100/8398	18.738	1.691	3.298	Scaffold_17	269891	272567	2646	+	ET_35	LTR/Gypsy	90	7289	(4517)	4159/4160	2	No_ref_available
5100	21.9	0.3	0.2	Scaffold_17	269891	270878	989	+	ET_35	LTR/Gypsy	90	1078	(10728)	4159	1
8398	16.9	2.5	5.1	Scaffold_17	270869	272567	1657	+	ET_35	LTR/Gypsy	5633	7289	(4517)	4160	1

