Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###1911	11.1	1.4	2.7	Scaffold_27	13994	14290	293	C	ET_31	LINE/L1	(68)	294	2	6688	1	0.809

###281/5171/6859/21937	5.734	0.205	2.357	Scaffold_27	20663	36082	4827	C	ET_35	LTR/Gypsy	(1258)	10548	90	6690/6696/6699/6699	4	No_ref_available
281	13.6	1.6	3.3	Scaffold_27	20663	20723	60	C	ET_35	LTR/Gypsy	(1258)	10548	10489	6690	1
5171	1.9	0.0	3.1	Scaffold_27	29775	30376	584	C	ET_35	LTR/Gypsy	(5546)	6260	5677	6696	1
6859	16.9	0.0	0.0	Scaffold_27	31839	32968	1130	C	ET_35	LTR/Gypsy	(7432)	4374	3245	6699	1
21937	11.0	0.5	0.6	Scaffold_27	33029	36082	3053	C	ET_35	LTR/Gypsy	(8664)	3142	90	6699	1

###333/6103	6.976	4.419	0.000	Scaffold_27	20991	22240	1234	C	ET_35	LTR/Gypsy	(0)	11806	10573	6693/6693	2	No_ref_available
333	10.5	8.8	0.0	Scaffold_27	20991	21047	62	C	ET_35	LTR/Gypsy	(0)	11806	11745	6693	1
6103	6.8	4.2	0.0	Scaffold_27	21100	22240	1189	C	ET_35	LTR/Gypsy	(45)	11761	10573	6693	1

###24898/444/14812	8.928	1.384	1.936	Scaffold_27	23371	29733	5793	C	ET_32	LTR/Gypsy	(0)	6234	4	6694/6694/6695	3	No_ref_available
24898	9.3	1.8	2.0	Scaffold_27	23371	27249	3755	C	ET_32	LTR/Gypsy	(0)	6234	2480	6694	1
444	36.7	2.2	1.4	Scaffold_27	27485	27846	365	C	ET_32	LTR/Gypsy	(3969)	2265	1901	6694	1
14812	1.8	0.2	1.9	Scaffold_27	28032	29733	1673	C	ET_32	LTR/Gypsy	(4558)	1676	4	6695	1

###10590	3.7	0.4	0.0	Scaffold_27	30441	31664	1229	+	ET_33	DNA/Maverick	3513	4741	(0)	6698	1	0.259
