Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###5949	17.5	3.1	1.6	Scaffold_17	16784	17948	1182	+	ET_33	DNA/Maverick	3558	4739	(2)	3918	1	0.249

###6434	12.6	3.1	0.3	Scaffold_17	155461	155655	1019	C	ET_33	DNA/Maverick	(0)	4741	3723	4051	1	0.215

###956/7574	12.086	1.143	4.478	Scaffold_17	209168	210816	1337	C	ET_33	DNA/Maverick	(1243)	3498	1849	4089/4089	2	0.282
956	22.9	0.4	3.9	Scaffold_17	209168	209408	233	C	ET_33	DNA/Maverick	(1243)	3498	3266	4089	1
7574	9.8	1.3	4.6	Scaffold_17	209677	210816	1104	C	ET_33	DNA/Maverick	(1789)	2952	1849	4089	1

###1372	14.8	0.0	2.7	Scaffold_17	172457	172686	224	+	ET_31	LINE/L1	2	225	(137)	4060	1	0.619

###2361	9.5	0.3	7.2	Scaffold_17	308899	309284	361	+	ET_31	LINE/L1	2	362	(0)	4223	1	0.997

###260	17.0	7.8	7.8	Scaffold_17	382890	382991	102	C	ET_31	LINE/L1	(22)	340	239	4269	1	0.282

###2445/344	4.655	0.000	2.958	Scaffold_17	389557	389996	339	+	ET_31	LINE/L1	2	362	(0)	4272/4272	2	0.936
2445	2.9	0.0	0.0	Scaffold_17	389557	389833	277	+	ET_31	LINE/L1	2	278	(84)	4272	1
344	11.5	0.0	14.5	Scaffold_17	389926	389996	62	+	ET_31	LINE/L1	301	362	(0)	4272	1

###14431	2.0	0.0	0.0	Scaffold_17	361548	363161	1614	C	ET_39	LINE/RTE	(0)	1614	1	4254	1	1.000

###1955	6.6	0.0	0.0	Scaffold_17	391182	391425	244	+	ET_39	LINE/RTE	1371	1614	(0)	4273	1	0.151
