Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###14760/26074	7.245	1.237	1.560	Scaffold_8	540496	546725	5428	+	ET_32	LTR/Gypsy	4	6234	(0)	10276/10278	2	No_ref_available
14760	2.2	0.2	0.8	Scaffold_8	540496	542178	1673	+	ET_32	LTR/Gypsy	4	1676	(4558)	10276	1
26074	9.5	1.7	1.9	Scaffold_8	542961	546725	3755	+	ET_32	LTR/Gypsy	2480	6234	(0)	10278	1

###3250	19.7	1.7	2.5	Scaffold_8	9308	10130	817	+	ET_34	LTR/Gypsy	1673	2489	(5044)	10041	1	No_ref_available

###277	16.7	2.4	5.0	Scaffold_8	37212	37293	80	+	ET_34	LTR/Gypsy	1738	1817	(5716)	10065	1	No_ref_available

###1587	17.7	1.6	1.6	Scaffold_8	556619	556934	316	+	ET_34	LTR/Gypsy	2171	2486	(5047)	10287	1	No_ref_available

###22312/7381/11153/20930/718/4089	9.827	0.913	1.332	Scaffold_8	11401	24994	10417	+	ET_35	LTR/Gypsy	110	11764	(42)	10043/10043/10045/10046/10046/10046	6	No_ref_available
22312	7.4	0.1	1.3	Scaffold_8	11401	14461	3027	+	ET_35	LTR/Gypsy	110	3136	(8670)	10043	1
7381	17.1	0.7	0.6	Scaffold_8	14529	15920	1393	+	ET_35	LTR/Gypsy	3246	4638	(7168)	10043	1
11153	8.1	1.0	2.2	Scaffold_8	16928	18559	1613	+	ET_35	LTR/Gypsy	5677	7289	(4517)	10045	1
20930	9.0	0.7	1.4	Scaffold_8	20426	23497	3049	+	ET_35	LTR/Gypsy	7287	10335	(1471)	10046	1
718	11.8	0.0	0.0	Scaffold_8	23583	23692	110	+	ET_35	LTR/Gypsy	10370	10479	(1327)	10046	1
4089	12.3	4.8	0.9	Scaffold_8	23813	24994	1228	+	ET_35	LTR/Gypsy	10537	11764	(42)	10046	1

###22234/13336/1049/532/3307/6424	10.807	1.433	0.934	Scaffold_8	534188	549647	7603	+	ET_35	LTR/Gypsy	90	11806	(0)	10274/10274/10280/10282/10282/10282	6	No_ref_available
22234	12.3	1.5	0.5	Scaffold_8	534188	538428	4285	+	ET_35	LTR/Gypsy	90	4374	(7432)	10274	1
13336	8.7	1.8	2.0	Scaffold_8	538545	540414	1867	+	ET_35	LTR/Gypsy	4401	6267	(5539)	10274	1
1049	3.9	0.0	0.0	Scaffold_8	546806	546932	127	+	ET_35	LTR/Gypsy	10353	10479	(1327)	10280	1
532	16.9	2.2	0.0	Scaffold_8	547103	547191	91	+	ET_35	LTR/Gypsy	10480	10570	(1236)	10282	1
3307	10.4	0.0	0.0	Scaffold_8	548344	548783	440	+	ET_35	LTR/Gypsy	10560	10999	(807)	10282	1
6424	6.1	0.0	1.5	Scaffold_8	548832	549647	804	+	ET_35	LTR/Gypsy	11003	11806	(0)	10282	1

###578	13.6	0.0	0.0	Scaffold_8	556405	556492	88	C	ET_35	LTR/Gypsy	(11718)	88	1	10285	1	No_ref_available

###14404/14404/17253	17.131	1.012	2.080	Scaffold_8	812199	819381	7133	C	ET_35	LTR/Gypsy	(4517)	7289	93	10498/10498/10498	3	No_ref_available
14404	16.7	1.4	3.2	Scaffold_8	812199	813869	2322	C	ET_35	LTR/Gypsy	(4517)	7289	4968	10498	1
14404	16.7	1.4	3.2	Scaffold_8	815035	816276	1728	C	ET_35	LTR/Gypsy	(4517)	4967	3240	10498	1
17253	17.7	0.5	0.6	Scaffold_8	816296	819381	3083	C	ET_35	LTR/Gypsy	(8631)	3175	93	10498	1
