Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###1928/441/9560	18.467	1.486	2.772	Scaffold_5	45	3009	2512	+	ET_32	LTR/Gypsy	1425	4379	(1855)	8475/8477/8477	3	No_ref_available
1928	4.9	0.0	5.3	Scaffold_5	45	304	247	+	ET_32	LTR/Gypsy	1425	1671	(4563)	8475	1
441	37.1	2.5	1.6	Scaffold_5	540	901	365	+	ET_32	LTR/Gypsy	1901	2265	(3969)	8477	1
9560	16.1	1.5	2.6	Scaffold_5	1137	3009	1900	+	ET_32	LTR/Gypsy	2480	4379	(1855)	8477	1

###5477/14288/15283	8.411	1.971	0.750	Scaffold_5	364748	371028	5275	C	ET_32	LTR/Gypsy	(12)	11794	2269	8686/8686/8686	3	No_ref_available
5477	7.4	4.7	1.1	Scaffold_5	364748	365930	1225	C	ET_32	LTR/Gypsy	(12)	11794	10570	8686	1
14288	5.6	0.9	0.5	Scaffold_5	366948	368222	1275	C	ET_32	LTR/Gypsy	(1319)	10487	9213	8686	1
15283	10.9	1.0	0.7	Scaffold_5	368314	371028	2775	C	ET_32	LTR/Gypsy	(1191)	5043	2269	8686	1

###3036/1580/451	17.710	2.011	2.346	Scaffold_5	597716	598845	1001	+	ET_32	LTR/Gypsy	1032	2265	(3969)	8864/8866/8866	3	No_ref_available
3036	5.8	1.1	0.0	Scaffold_5	597716	598096	385	+	ET_32	LTR/Gypsy	1032	1416	(4818)	8864	1
1580	3.1	0.0	5.2	Scaffold_5	598097	598298	192	+	ET_32	LTR/Gypsy	1485	1676	(4558)	8866	1
451	35.5	3.8	3.1	Scaffold_5	598425	598845	424	+	ET_32	LTR/Gypsy	1842	2265	(3969)	8866	1

###767	11.3	0.6	12.4	Scaffold_5	298880	299050	153	C	ET_34	LTR/Gypsy	(1520)	6013	5861	8656	1	No_ref_available

###3126/943/1062	19.429	1.277	2.063	Scaffold_5	381744	383596	817	+	ET_34	LTR/Gypsy	1673	2489	(5044)	8722/8723/8724	3	No_ref_available
3126	18.3	1.6	2.5	Scaffold_5	381744	382481	732	+	ET_34	LTR/Gypsy	1673	2404	(5129)	8722	1
943	22.3	1.3	2.3	Scaffold_5	382694	383005	309	+	ET_34	LTR/Gypsy	2178	2486	(5047)	8723	1
1062	19.1	0.0	0.0	Scaffold_5	383366	383596	231	+	ET_34	LTR/Gypsy	2259	2489	(5044)	8724	1

###14937/5763	6.354	1.984	1.362	Scaffold_5	3123	7291	3143	+	ET_35	LTR/Gypsy	8581	11806	(0)	8479/8479	2	No_ref_available
14937	6.2	0.6	1.4	Scaffold_5	3123	5044	1907	+	ET_35	LTR/Gypsy	8581	10487	(1319)	8479	1
5763	6.6	4.2	1.3	Scaffold_5	6092	7291	1236	+	ET_35	LTR/Gypsy	10571	11806	(0)	8479	1

###5054/1126/7270	15.717	0.250	2.855	Scaffold_5	126925	129554	2269	+	ET_35	LTR/Gypsy	108	7242	(4564)	8521/8522/8524	3	No_ref_available
5054	21.6	0.5	0.2	Scaffold_5	126925	127889	968	+	ET_35	LTR/Gypsy	108	1075	(10731)	8521	1
1126	23.6	1.0	3.8	Scaffold_5	127883	127932	242	+	ET_35	LTR/Gypsy	5633	5874	(5932)	8522	1
7270	10.3	0.0	5.1	Scaffold_5	128442	129554	1059	+	ET_35	LTR/Gypsy	6184	7242	(4564)	8524	1

###16248/18131/18131/9390/23813	8.936	1.963	1.010	Scaffold_5	162678	185730	9452	C	ET_35	LTR/Gypsy	(2354)	9452	1	8562/8562/8562/8562/8570	5	No_ref_available
16248	8.3	1.5	0.6	Scaffold_5	162678	164823	2167	C	ET_35	LTR/Gypsy	(2354)	9452	7286	8562	1
18131	12.1	3.4	0.8	Scaffold_5	166706	168000	1950	C	ET_35	LTR/Gypsy	(4517)	7289	5340	8562	1
18131	12.1	3.4	0.8	Scaffold_5	169470	171304	2768	C	ET_35	LTR/Gypsy	(4517)	5339	2572	8562	1
9390	4.5	0.0	0.0	Scaffold_5	171348	172444	1097	C	ET_35	LTR/Gypsy	(9230)	2576	1480	8562	1
23813	7.4	1.4	1.8	Scaffold_5	181005	185730	7283	C	ET_35	LTR/Gypsy	(4523)	7283	1	8570	1

###22789	9.4	0.5	0.6	Scaffold_5	185787	188831	3044	C	ET_35	LTR/Gypsy	(8673)	3133	90	8570	1	No_ref_available

###11534	6.8	0.0	0.2	Scaffold_5	189043	190459	1414	C	ET_35	LTR/Gypsy	(10303)	1503	90	8572	1	No_ref_available

