Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###370/2985	19.802	1.753	2.279	Scaffold_12	833	1692	790	C	ET_34	LTR/Gypsy	(5044)	2489	1673	2583/2583	2	No_ref_available
370	25.5	0.0	0.0	Scaffold_12	833	930	98	C	ET_34	LTR/Gypsy	(5044)	2489	2392	2583	1
2985	19.0	2.0	2.6	Scaffold_12	997	1692	692	C	ET_34	LTR/Gypsy	(5169)	2364	1673	2583	1

###5876/1122/11820/2665	12.005	0.617	1.242	Scaffold_12	7818	14277	3219	+	ET_35	LTR/Gypsy	124	9452	(2354)	2613/2613/2615/2615	4	No_ref_available
5876	16.7	0.1	0.0	Scaffold_12	7818	8777	961	+	ET_35	LTR/Gypsy	124	1084	(10722)	2613	1
1122	21.9	2.3	5.2	Scaffold_12	8762	9060	291	+	ET_35	LTR/Gypsy	5633	5923	(5883)	2613	1
11820	7.4	0.1	1.4	Scaffold_12	12327	13881	1534	+	ET_35	LTR/Gypsy	7284	8817	(2989)	2615	1
2665	10.9	4.8	0.0	Scaffold_12	13865	14277	433	+	ET_35	LTR/Gypsy	9020	9452	(2354)	2615	1

###524	17.1	8.1	19.2	Scaffold_12	204591	204976	312	C	ET_23	LTR/Gypsy	(4)	317	6	2706	1	No_ref_available

###2087	8.1	0.7	0.7	Scaffold_12	214482	214756	275	+	ET_35	LTR/Gypsy	1	275	(11531)	2713	1	No_ref_available

###614	10.5	0.0	0.0	Scaffold_12	214769	214854	86	+	ET_35	LTR/Gypsy	3	88	(11718)	2714	1	No_ref_available

###1330	14.6	0.0	2.7	Scaffold_12	214841	215065	219	C	ET_31	LINE/L1	(142)	220	2	2715	1	0.605

###5446/16620/11585/24645	5.703	1.063	0.183	Scaffold_12	221739	234978	9072	C	ET_35	LTR/Gypsy	(8)	11798	100	2717/2717/2717/2719	4	No_ref_available
5446	7.5	5.3	0.2	Scaffold_12	221739	222991	1316	C	ET_35	LTR/Gypsy	(8)	11798	10483	2717	1
16620	4.5	0.8	0.3	Scaffold_12	223075	226318	4813	C	ET_35	LTR/Gypsy	(2591)	9215	4403	2717	1
11585	3.3	0.1	0.3	Scaffold_12	226294	227627	1332	C	ET_35	LTR/Gypsy	(3192)	3042	1711	2717	1
24645	7.3	0.0	0.0	Scaffold_12	231935	234978	3043	C	ET_35	LTR/Gypsy	(8664)	3142	100	2719	1

