Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###1765	18.9	1.5	2.6	Scaffold_7	135832	136222	387	+	ET_34	LTR/Gypsy	2106	2492	(5041)	9658	1	No_ref_available

###1931	17.9	0.3	1.3	Scaffold_7	136271	136655	381	+	ET_34	LTR/Gypsy	2106	2486	(5047)	9659	1	No_ref_available

###11249/20627/7777/2019	10.050	1.432	0.811	Scaffold_7	550663	565867	7399	+	ET_35	LTR/Gypsy	90	11806	(0)	9835/9835/9840/9840	4	No_ref_available
11249	9.1	0.4	0.1	Scaffold_7	550663	552121	1464	+	ET_35	LTR/Gypsy	90	1553	(10253)	9835	1
20627	10.8	2.1	1.1	Scaffold_7	552159	556814	4705	+	ET_35	LTR/Gypsy	1549	6253	(5553)	9835	1
7777	8.9	0.0	0.0	Scaffold_7	564570	565576	1007	+	ET_35	LTR/Gypsy	10572	11578	(228)	9840	1
2019	2.1	0.0	5.0	Scaffold_7	565616	565867	240	+	ET_35	LTR/Gypsy	11567	11806	(0)	9840	1

###9219/45102	2.855	0.671	0.587	Scaffold_7	556962	563389	10476	+	ET_32	LTR/Gypsy	4	10479	(1327)	9838/9838	2	No_ref_available
9219	2.1	0.0	0.0	Scaffold_7	556962	557990	1029	+	ET_32	LTR/Gypsy	4	1032	(5202)	9838	1
45102	3.0	0.8	0.7	Scaffold_7	558035	563389	9448	+	ET_32	LTR/Gypsy	1032	10479	(1327)	9838	1

###293	16.8	7.1	3.9	Scaffold_7	564480	564578	102	C	ET_32	LTR/Gypsy	(1778)	4456	4355	9839	1	No_ref_available

###2242	10.1	0.3	8.6	Scaffold_7	572666	573056	361	+	ET_31	LINE/L1	2	362	(0)	9842	1	0.997

###624/19868/8532/11153	9.851	0.552	0.857	Scaffold_7	610434	617088	5367	+	ET_35	LTR/Gypsy	391	7289	(4517)	9859/9859/9859/9859	4	No_ref_available
624	8.3	0.0	0.0	Scaffold_7	610434	610517	84	+	ET_35	LTR/Gypsy	391	474	(11332)	9859	1
19868	7.0	0.0	0.0	Scaffold_7	610535	612990	2456	+	ET_35	LTR/Gypsy	681	3136	(8670)	9859	1
8532	16.1	0.2	0.1	Scaffold_7	613058	614270	1214	+	ET_35	LTR/Gypsy	3246	4459	(7347)	9859	1
11153	9.6	1.7	2.8	Scaffold_7	615459	617088	1613	+	ET_35	LTR/Gypsy	5677	7289	(4517)	9859	1

###10411	9.9	4.2	0.5	Scaffold_7	614271	615773	1559	C	ET_33	DNA/Maverick	(0)	4741	3183	9860	1	0.329

###14096/6727/22792	14.473	0.996	2.050	Scaffold_7	631809	638950	6861	C	ET_35	LTR/Gypsy	(4517)	7289	122	9914/9914/9914	3	No_ref_available
14096	16.1	1.9	4.0	Scaffold_7	631809	634451	2590	C	ET_35	LTR/Gypsy	(4517)	7289	4700	9914	1
6727	21.3	0.7	2.0	Scaffold_7	634641	635875	1217	C	ET_35	LTR/Gypsy	(7347)	4459	3243	9914	1
22792	10.1	0.3	0.3	Scaffold_7	635898	638950	3054	C	ET_35	LTR/Gypsy	(8631)	3175	122	9914	1

###6106	16.6	4.1	1.8	Scaffold_7	633483	634640	1184	+	ET_33	DNA/Maverick	3558	4741	(0)	9915	1	0.250

###2067	19.6	1.3	2.4	Scaffold_7	682414	682872	454	+	ET_34	LTR/Gypsy	2036	2489	(5044)	9934	1	No_ref_available

###7113/15187	7.791	1.128	0.431	Scaffold_7	793248	799188	2934	+	ET_35	LTR/Gypsy	59	9215	(2591)	9977/9979	2	No_ref_available
7113	11.6	0.8	0.3	Scaffold_7	793248	794247	1005	+	ET_35	LTR/Gypsy	59	1063	(10743)	9977	1
15187	5.8	1.3	0.5	Scaffold_7	797276	799188	1929	+	ET_35	LTR/Gypsy	7287	9215	(2591)	9979	1

###21474	8.2	0.1	3.7	Scaffold_7	794236	797272	2932	C	ET_33	DNA/Maverick	(1781)	2960	29	9978	1	0.618

###1117	18.9	0.0	2.8	Scaffold_7	801480	801702	217	+	ET_31	LINE/L1	2	218	(144)	9980	1	0.599

###7060/15668	9.453	0.889	0.544	Scaffold_7	827908	834032	3139	+	ET_35	LTR/Gypsy	91	9452	(2354)	9997/10000	2	No_ref_available
7060	10.9	0.2	0.2	Scaffold_7	827908	828880	973	+	ET_35	LTR/Gypsy	91	1063	(10743)	9997	1
15668	8.8	1.2	0.7	Scaffold_7	831878	834032	2166	+	ET_35	LTR/Gypsy	7287	9452	(2354)	10000	1

###5327	19.2	0.5	0.1	Scaffold_7	840479	841415	941	+	ET_35	LTR/Gypsy	123	1063	(10743)	10005	1	No_ref_available

###7621	9.7	1.1	3.9	Scaffold_7	841404	842546	1112	C	ET_33	DNA/Maverick	(1781)	2960	1849	10006	1	0.235

###13827	2.5	0.0	0.3	Scaffold_7	857678	859296	1614	C	ET_39	LINE/RTE	(0)	1614	1	10013	1	1.000
