Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###400/21274	10.977	2.228	2.416	Scaffold_16	69852	74172	3928	+	ET_32	LTR/Gypsy	1901	6234	(0)	3702/3704	2	No_ref_available
400	37.1	2.5	1.6	Scaffold_16	69852	70213	365	+	ET_32	LTR/Gypsy	1901	2265	(3969)	3702	1
21274	8.3	2.2	2.5	Scaffold_16	70641	74172	3563	+	ET_32	LTR/Gypsy	2672	6234	(0)	3704	1

###22796/7283/11715	11.574	0.657	1.197	Scaffold_16	19399	26075	6002	+	ET_35	LTR/Gypsy	90	7289	(4517)	3677/3677/3679	3	No_ref_available
22796	10.1	0.2	0.6	Scaffold_16	19399	22496	3086	+	ET_35	LTR/Gypsy	90	3175	(8631)	3677	1
7283	19.5	0.2	0.5	Scaffold_16	22519	23824	1303	+	ET_35	LTR/Gypsy	3243	4545	(7261)	3677	1
11715	8.0	1.9	2.9	Scaffold_16	24448	26075	1613	+	ET_35	LTR/Gypsy	5677	7289	(4517)	3679	1

###22344/14170/1048/9537	11.630	1.815	0.929	Scaffold_16	61683	76708	5758	+	ET_35	LTR/Gypsy	90	11798	(8)	3699/3699/3706/3708	4	No_ref_available
22344	11.8	1.9	1.0	Scaffold_16	61683	64960	3308	+	ET_35	LTR/Gypsy	90	3397	(8409)	3699	1
14170	13.4	2.1	1.2	Scaffold_16	64992	66067	1096	+	ET_35	LTR/Gypsy	3386	4481	(7325)	3699	1
1048	3.9	0.0	0.0	Scaffold_16	74253	74379	127	+	ET_35	LTR/Gypsy	10353	10479	(1327)	3706	1
9537	8.2	1.0	0.0	Scaffold_16	75482	76708	1239	+	ET_35	LTR/Gypsy	10560	11798	(8)	3708	1

###14393	2.8	0.4	1.9	Scaffold_16	67318	69616	1671	+	ET_35	LTR/Gypsy	1	1671	(4563)	3699	1	No_ref_available
