Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###21987	9.3	1.0	0.8	Scaffold_12	227670	230659	2995	+	ET_33	DNA/Maverick	1747	4741	(0)	2718	1	0.632

###13151	9.0	1.1	3.8	Scaffold_12	262867	264773	1858	+	ET_33	DNA/Maverick	4	1861	(2880)	2730	1	0.392

###10201/7422	9.725	1.547	2.413	Scaffold_12	272254	275091	2513	C	ET_33	DNA/Maverick	(89)	4652	1849	2733/2733	2	0.530
10201	10.4	1.8	1.4	Scaffold_12	272254	273718	1470	C	ET_33	DNA/Maverick	(89)	4652	3183	2733	1
7422	8.8	1.2	3.8	Scaffold_12	274022	275091	1043	C	ET_33	DNA/Maverick	(1850)	2891	1849	2733	1

###717/496/24888	18.946	2.541	3.285	Scaffold_12	383450	388254	3051	+	ET_33	DNA/Maverick	55	4741	(0)	2827/2828/2830	3	0.644
717	31.9	3.0	6.1	Scaffold_12	383450	383973	509	+	ET_33	DNA/Maverick	55	563	(4178)	2827	1
496	36.0	4.4	4.8	Scaffold_12	384213	384938	723	+	ET_33	DNA/Maverick	782	1504	(3237)	2828	1
24888	6.4	1.5	1.6	Scaffold_12	386435	388254	1819	+	ET_33	DNA/Maverick	2923	4741	(0)	2830	1

###1330	14.6	0.0	2.7	Scaffold_12	214841	215065	219	C	ET_31	LINE/L1	(142)	220	2	2715	1	0.605

###519/2482	2.676	0.000	0.000	Scaffold_12	249781	250213	339	C	ET_31	LINE/L1	(0)	362	2	2724/2724	2	0.936
519	4.8	0.0	0.0	Scaffold_12	249781	249842	62	C	ET_31	LINE/L1	(0)	362	301	2724	1
2482	2.2	0.0	0.0	Scaffold_12	249937	250213	277	C	ET_31	LINE/L1	(84)	278	2	2724	1

###2435	7.6	0.8	4.7	Scaffold_12	370621	370995	361	C	ET_31	LINE/L1	(0)	362	2	2821	1	0.997

###1652	8.2	0.0	2.7	Scaffold_12	405134	405358	219	C	ET_31	LINE/L1	(142)	220	2	2847	1	0.605

###1773	8.4	0.0	4.0	Scaffold_12	460931	461191	251	C	ET_31	LINE/L1	(110)	252	2	2919	1	0.693

###2278/457	4.522	0.244	8.227	Scaffold_12	489712	490138	355	+	ET_31	LINE/L1	2	362	(0)	2932/2932	2	0.981
2278	4.8	0.3	6.8	Scaffold_12	489712	490023	293	+	ET_31	LINE/L1	2	294	(68)	2932	1
457	3.3	0.0	14.5	Scaffold_12	490068	490138	62	+	ET_31	LINE/L1	301	362	(0)	2932	1
