Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###3281	19.8	1.7	2.5	Scaffold_25	44179	45001	817	+	ET_34	LTR/Gypsy	1673	2489	(5044)	6533	1	No_ref_available

###1180	18.3	0.0	0.0	Scaffold_25	128077	128306	230	C	ET_34	LTR/Gypsy	(5044)	2489	2260	6588	1	No_ref_available

###558	13.6	0.0	0.0	Scaffold_25	5112	5199	88	C	ET_35	LTR/Gypsy	(11718)	88	1	6483	1	No_ref_available

###1023/7975	16.873	2.001	4.183	Scaffold_25	35179	37026	1826	+	ET_35	LTR/Gypsy	916	7289	(4517)	6501/6501	2	No_ref_available
1023	16.6	0.0	0.0	Scaffold_25	35179	35347	169	+	ET_35	LTR/Gypsy	916	1084	(10722)	6501	1
7975	16.9	2.2	4.6	Scaffold_25	35332	37026	1657	+	ET_35	LTR/Gypsy	5633	7289	(4517)	6501	1

###9817/5446/5446/20466	14.987	0.851	1.499	Scaffold_25	164136	178468	4399	+	ET_35	LTR/Gypsy	108	6260	(5546)	6598/6598/6598/6620	4	No_ref_available
9817	17.3	0.3	1.2	Scaffold_25	164136	165811	1661	+	ET_35	LTR/Gypsy	108	1768	(10038)	6598	1
5446	21.5	1.1	2.3	Scaffold_25	165793	166741	1252	+	ET_35	LTR/Gypsy	3523	4774	(7032)	6598	1
5446	21.5	1.1	2.3	Scaffold_25	167021	167034	21	+	ET_35	LTR/Gypsy	4775	4795	(7011)	6598	1
20466	11.3	1.1	1.4	Scaffold_25	175445	178468	3015	+	ET_35	LTR/Gypsy	3246	6260	(5546)	6620	1

###22472/11587/3961	11.903	1.471	0.654	Scaffold_25	172327	182596	5464	+	ET_35	LTR/Gypsy	90	5553	(6253)	6620/6621/6621	3	No_ref_available
22472	10.3	0.2	0.3	Scaffold_25	172327	175377	3047	+	ET_35	LTR/Gypsy	90	3136	(8670)	6620	1
11587	14.1	2.7	1.0	Scaffold_25	178599	182111	3572	+	ET_35	LTR/Gypsy	1543	5114	(6692)	6621	1
3961	2.5	0.0	0.2	Scaffold_25	182149	182596	447	+	ET_35	LTR/Gypsy	5107	5553	(6253)	6621	1

###817	2.0	0.0	0.0	Scaffold_25	178495	178603	94	+	ET_35	LTR/Gypsy	4	97	(6137)	6620	1	No_ref_available
